Object_ID,Target_Class,Speed_mps,Altitude_m,Latitude,Longitude,Heading_deg,Pitch_deg,Roll_deg,Yaw_deg,Climb_Rate_mps,Acceleration_mps2,Turn_Rate_degps,Range_From_Radar_km,Bearing_deg,Radar_Cross_Section_m2,Doppler_Shift_Hz,Signal_to_Noise_Ratio_dB,Radar_Return_Strength,Infrared_Intensity,Engine_Type,Heat_Signature,Length_m,Wingspan_m,Estimated_Mass_kg,Flight_Profile,Maneuverability_Index,Max_G_Load,Weather,Visibility_km,Wind_Speed_mps,Temperature_C,Humidity_pct,Radar_Band,Sensor_Type,Detection_Time_ms,Tracking_Confidence,Track_Age_s,Number_of_Tracks,Electronic_Jamming,Chaff_Flares_Detected,Stealth_Category,Threat_Level,Target_Label
840,Helicopter,78.4,18629.2,12.6687,-99.95363,133,9.4,46.6,66,-4.8,3.46,24.98,123,257,49.58,-1089,38.2,0.915,Low,Turboshaft,Medium,12,32.5,29789,Hover,2,16,Fog,24.7,21.3,-3.2,36,C,AESA,197,0.829,461.5,60,Weak,Yes,High,High,Helicopter
841,UAV,37.4,36.3,10.6834,71.31228,310,1,40.5,85,47.9,-4.77,23.51,234.7,181,9.94,36578,29.9,0.071,High,Electric,Low,28.4,32.4,76847,Loiter,4,18,Fog,17.6,20.9,43.8,61,S,Ground Radar,109,0.881,430,162,,No,High,High,UAV
842,Helicopter,69.3,49583,36.72141,78.80099,117,-19.4,-41.6,185,-13.2,5.85,16.96,98.4,298,29.29,37938,16,0.593,Very High,Turboshaft,Medium,30.6,7.4,22128,Hover,4,27,Clear,24.8,24.3,32.5,80,X,Ground Radar,160,0.736,54.7,177,Moderate,Yes,Medium,Low,Helicopter
843,UAV,65.4,43411.3,-4.9931,53.40297,329,-5.9,-30,76,35.5,9.98,23.17,79.3,133,32.9,38455,37.1,0.823,Low,Electric,Low,43.2,1.2,98165,Loiter,10,12,Rain,2.7,0.3,33.9,100,C,Ground Radar,312,0.585,160,84,Strong,No,Low,Low,UAV
844,Ballistic Missile,4273.1,7223,8.22424,-158.51076,121,-3.8,-34.3,273,22.2,7.33,23.5,90.3,319,8.17,19817,39.5,0.354,Very High,Rocket,Very High,25.5,11.5,169344,Ballistic,5,17,Fog,20.2,19.5,17.9,13,L,AESA,71,0.511,243.8,109,,No,Medium,Medium,Ballistic Missile
845,UAV,29,46407.9,38.71913,-118.38572,163,14.9,17.1,211,46.3,14.74,11.69,198.2,135,0.73,-12611,29,0.874,Low,Electric,Low,10.4,13.4,79479,Loiter,2,15,Fog,9.8,4.7,0.5,92,C,AESA,75,0.728,503.1,82,Moderate,Yes,Low,Low,UAV
846,Helicopter,47.2,43106.1,-33.23224,42.5135,26,6.6,38.6,33,2.7,15.25,3.91,278.3,177,3.38,-47861,33.2,0.614,Low,Turboshaft,Medium,14.8,7.7,22268,Hover,9,14,Fog,21.1,12.5,16,14,C,AWACS,453,0.838,474.3,169,,No,Medium,Low,Helicopter
847,Ballistic Missile,3820.8,38151.9,-14.58089,-59.3662,228,-16.8,-28.2,238,11.1,-1.72,9.46,67.4,284,32.24,15987,32.1,0.82,High,Rocket,Very High,40.4,49.7,82108,Ballistic,9,6,Rain,20.4,9.5,27.8,43,S,AWACS,214,0.825,2.2,96,Weak,Yes,Medium,Low,Ballistic Missile
848,Ballistic Missile,2478.9,39126.4,30.04807,17.2717,265,-7.1,-52,191,-21.8,16.86,8.46,341.7,265,6.97,40813,14.5,0.116,Low,Rocket,Very High,27.1,50.9,160126,Ballistic,2,14,Clear,27.5,17.2,-12.2,26,X,Ground Radar,214,0.595,527.2,88,Moderate,Yes,High,Medium,Ballistic Missile
849,Hypersonic Missile,1968.6,49254.1,14.95107,130.73405,11,-3.8,-36.8,242,26,-3.69,24.22,324.4,287,39.69,46871,6.3,0.224,Very High,Scramjet,Very High,31.8,17.8,182936,Glide,7,17,Rain,9.9,24.8,18,77,L,IRST,278,0.578,144.5,46,Strong,Yes,Low,Low,Hypersonic Missile
850,Helicopter,87.4,26786.3,40.36638,-47.32892,192,-19.3,37.8,63,45.8,18.29,17.43,71.7,108,22.78,47256,37.2,0.775,Low,Turboshaft,Medium,18.2,23.8,173743,Hover,2,16,Storm,6.8,7.3,-10.5,56,X,AWACS,42,0.896,11.7,142,Strong,No,Low,Low,Helicopter
851,Hypersonic Missile,3234.8,30344.6,49.99037,-178.29417,240,-17,-32.8,355,11.2,2.21,22.95,207.2,1,44.16,47470,17.3,0.424,Low,Scramjet,Very High,5.3,50,115951,Glide,8,23,Fog,12.2,22.6,32.5,80,S,IRST,40,0.783,59,43,Strong,No,Medium,Low,Hypersonic Missile
852,UAV,61.7,20792.9,-22.17757,-138.75304,85,6.3,39.3,15,-19.6,2.39,27.95,42.6,180,49.87,29871,14.7,0.367,Low,Electric,Low,19.3,1.8,58186,Loiter,6,26,Fog,22.9,0.9,13.7,55,C,AWACS,438,0.587,501.7,20,,No,Low,Medium,UAV
853,Ballistic Missile,3106.3,28972,19.32469,84.54494,60,2.9,17.7,17,-42.8,5.59,4.68,25.3,73,21.03,36050,5.5,0.985,Medium,Rocket,Very High,30.7,52.8,196884,Ballistic,6,9,Rain,13.2,7.7,-15.3,34,S,IRST,98,0.547,205,142,Strong,No,Low,Low,Ballistic Missile
854,UAV,20.9,2648.2,12.38735,-43.10896,12,12.5,57.6,156,42.3,3.25,20.91,230.3,142,33.98,12961,24.8,0.018,High,Electric,Low,5.3,38.4,120629,Loiter,4,19,Rain,5.1,13.5,-15.6,26,S,AWACS,181,0.675,187.3,159,Moderate,Yes,Low,Medium,UAV
855,Cruise Missile,264.6,35317.1,57.57551,-101.0448,349,0.1,-55.4,354,-30.8,12.4,10.4,33,75,49.43,36734,40,0.138,Very High,Turbojet,Medium,28.5,37.3,128487,Terrain Following,7,17,Storm,27.2,9.7,6.6,41,X,AESA,146,0.66,322.6,156,,No,Medium,High,Cruise Missile
856,Cruise Missile,252.3,3699,-46.91619,51.56272,208,16.9,52.9,232,-37.1,9.1,11.57,279.9,100,15.02,38603,31.4,0.581,Very High,Turbojet,Medium,38,15.3,177352,Terrain Following,2,24,Fog,23.5,21.8,2.1,91,S,AESA,397,0.638,10.2,118,,Yes,Low,Medium,Cruise Missile
857,Ballistic Missile,2232.5,19476.9,17.92289,78.93986,127,-0.8,-5.5,294,37.9,10.35,3.41,299.6,189,1.21,-41976,33,0.387,Medium,Rocket,Very High,8.4,12.4,135986,Ballistic,10,25,Fog,9.6,22.9,5.7,61,L,IRST,9,0.999,456.3,99,Strong,No,Medium,High,Ballistic Missile
858,Ballistic Missile,2009.1,22486.7,-35.62956,-71.73283,128,17.7,11.9,102,19.7,8.27,3.21,53.3,26,44.07,-46359,6.1,0.688,Medium,Rocket,Very High,38.2,18,174440,Ballistic,5,16,Rain,14.7,9.1,30.2,80,C,Ground Radar,145,0.769,85.1,123,,Yes,High,High,Ballistic Missile
859,UAV,41,25512.9,-49.44197,29.83989,72,-1,-53.3,97,11.2,9.16,22.64,236.2,254,2.78,36350,14.1,0.932,Low,Electric,Low,2.7,52.9,180476,Loiter,4,9,Fog,3.7,14.4,32.1,46,X,AESA,322,0.957,230.3,71,Strong,Yes,High,Low,UAV
860,Transport Aircraft,218,17585,14.40663,-52.46874,250,6,24.6,173,15.5,18.15,10.9,69.8,204,40.87,38211,34.1,0.105,Very High,Turbofan,High,47.4,1.7,30316,Cruise,10,24,Rain,7.1,20.1,12.1,37,S,Ground Radar,5,0.997,468,106,Strong,Yes,High,Medium,Transport Aircraft
861,Cruise Missile,254.2,6118.6,-18.48545,168.42879,241,-17.6,-25.8,276,-46.8,-1.32,0.6,22.4,122,13.18,-31714,13.4,0.958,Very High,Turbojet,Medium,16.7,20.2,96945,Terrain Following,8,11,Clear,6.8,5,25.4,60,C,Ground Radar,197,0.884,290,199,Strong,Yes,High,Low,Cruise Missile
862,Transport Aircraft,189.9,6876.1,-59.84079,-66.5438,58,-7,-30.9,126,-48.4,8.65,26.24,124.6,11,18.27,18407,25.2,0.654,High,Turbofan,High,17,58,140600,Cruise,3,6,Fog,18,15.5,-16.5,47,L,Ground Radar,162,0.852,45.5,124,Moderate,No,Medium,High,Transport Aircraft
863,Cruise Missile,194.4,44972.1,-53.97999,70.69681,228,17.1,-47.6,206,35.8,13.47,4.86,205.4,105,16.96,-3851,23.3,0.808,High,Turbojet,Medium,23.7,30.6,182797,Terrain Following,7,2,Rain,21.6,11.8,3.4,17,L,IRST,262,0.632,349.6,82,Strong,Yes,Low,High,Cruise Missile
864,Ballistic Missile,4536.8,27718.2,47.78602,-134.56366,115,-6.1,-5.1,58,25,18.44,2.96,68,73,5.38,-38565,30.4,0.198,Very High,Rocket,Very High,6.2,44.4,179768,Ballistic,5,8,Fog,15.6,19.2,43.7,79,X,Ground Radar,107,0.756,478.6,67,Strong,Yes,Low,Low,Ballistic Missile
865,Fighter,370,46466.1,-59.87393,-125.50486,206,-6.3,34.5,106,-28.3,19.03,11.69,149.1,130,25.4,39992,30.9,0.151,Very High,Jet,High,44.2,9.1,197405,Combat,8,9,Clear,5.2,15.8,-12.8,85,C,AESA,358,0.507,456.3,105,Strong,Yes,High,High,Fighter
866,Hypersonic Missile,2352.3,32562.5,-1.93093,-30.68181,24,10.8,5.1,271,46.7,-1.4,24.75,68.9,63,39.46,-5420,18.1,0.267,Very High,Scramjet,Very High,49.7,33.8,174976,Glide,1,21,Clear,21.9,11.5,-15.2,48,X,Ground Radar,114,0.922,210.2,198,Moderate,Yes,Medium,Low,Hypersonic Missile
867,Ballistic Missile,6420.9,35979.6,-4.03474,-50.213,344,-17.1,-30,105,40.2,-0.26,27.66,219.5,197,38.84,-8148,21.7,0.563,Low,Rocket,Very High,24.4,43.6,39613,Ballistic,6,20,Rain,2.3,13,6.4,56,S,AWACS,456,0.669,255.9,111,Strong,Yes,High,High,Ballistic Missile
868,Fighter,554.1,9492.3,-37.06866,29.45856,201,-20,-37.8,49,5.8,3.84,4.02,79.2,243,23.76,-28102,18.1,0.002,Very High,Jet,High,24.5,38.3,130520,Combat,3,11,Fog,26.8,16,-18.6,94,L,Ground Radar,366,0.643,80.1,27,,Yes,Low,High,Fighter
869,Fighter,628.7,12686.3,34.75437,-92.37771,244,-12.6,21.7,40,30.3,4.54,16.68,106,74,11.69,30947,35.1,0.663,Low,Jet,High,10.5,0.1,121918,Combat,2,16,Fog,8.9,14.6,32,96,C,Ground Radar,403,0.874,487.3,74,Strong,No,High,Medium,Fighter
870,Ballistic Missile,4614.7,11474.3,-51.75231,25.5826,126,11.6,-11.3,43,-9,13.47,10.83,283.3,109,11.53,-4812,22.2,0.21,Low,Rocket,Very High,35.1,2.6,34901,Ballistic,4,25,Clear,13.9,18.2,-18.8,10,C,AWACS,279,0.515,550.1,49,Weak,Yes,Medium,Medium,Ballistic Missile
871,Ballistic Missile,4533.8,42588.7,12.89196,17.39828,280,15.4,5.6,64,36.5,17.46,16.64,394,54,40.52,-45096,31.5,0.029,Very High,Rocket,Very High,31.6,9.4,60232,Ballistic,3,3,Fog,4.6,1.4,-12.7,35,S,AESA,267,0.861,541.3,168,Strong,No,Medium,High,Ballistic Missile
872,Transport Aircraft,223.4,38849.2,37.25053,-88.02921,348,19.6,-3.3,225,26.8,6.61,23,257.4,302,11.35,-17594,26.9,0.538,Medium,Turbofan,High,17.3,26.7,55128,Cruise,6,8,Clear,28.9,10.1,-7.1,37,S,AESA,272,0.623,533.1,41,,Yes,Medium,High,Transport Aircraft
873,UAV,61.8,16422.9,-24.17425,67.97656,92,-2.1,20.7,193,-36.7,15.08,1.66,209.4,83,43.34,-37415,6.8,0.822,Low,Electric,Low,23.1,37.5,142685,Loiter,9,15,Fog,1.8,14.1,-18.9,61,L,AWACS,264,0.777,311.6,128,Weak,No,Medium,High,UAV
874,Hypersonic Missile,2286.4,38379.7,1.90384,161.00393,57,-15.6,-58.7,92,33.7,2.07,29.47,99.4,160,2.55,6937,13.6,0.162,Low,Scramjet,Very High,49.6,43,36176,Glide,10,8,Storm,11.4,18.1,41.9,89,S,AWACS,471,0.666,159.7,163,Strong,No,Medium,Medium,Hypersonic Missile
875,Helicopter,40.3,31593.9,-27.24628,-89.69611,92,-14.3,39.4,78,3.6,-1.79,9.58,342.2,256,0.92,41295,33.8,0.859,Medium,Turboshaft,Medium,29.9,20.2,69950,Hover,3,29,Fog,26,5.7,25,95,C,AESA,239,0.87,385.5,13,,Yes,Low,Low,Helicopter
876,Ballistic Missile,3522.8,6158.2,-38.56115,155.18345,136,-15.3,55.4,74,16.7,3.27,26.97,345.5,215,0.02,12696,16.7,0.126,Low,Rocket,Very High,11,35.3,18570,Ballistic,6,30,Storm,25.9,9.7,36,58,S,AESA,425,0.596,518.7,92,Moderate,Yes,High,High,Ballistic Missile
877,Fighter,294.8,16889.2,10.8685,-143.76772,254,5.8,-51.2,150,13,-3.04,10.49,65.1,4,24.82,35832,32.2,0.95,Medium,Jet,High,28.5,35.2,132158,Combat,8,22,Rain,13.5,20.8,-18.1,34,S,AESA,382,0.917,17.8,5,Strong,Yes,High,High,Fighter
878,Hypersonic Missile,1868,7291.3,-3.52306,-55.38499,28,8.4,12.8,38,19.5,7.96,8.85,31.6,202,47.78,29670,39.4,0.636,Very High,Scramjet,Very High,18,23.9,95583,Glide,10,11,Storm,19.5,0.7,-5.6,26,L,IRST,219,0.638,426.2,105,Moderate,No,Low,Medium,Hypersonic Missile
879,Fighter,259.2,26617.8,-6.33976,38.79671,10,19.2,2.9,357,41.3,-2.23,17.88,151,315,30.01,20974,6.1,0.58,High,Jet,High,45.5,52.3,106884,Combat,7,19,Clear,18.1,2.7,12.5,16,X,AWACS,133,0.568,32.7,171,Weak,No,Medium,Medium,Fighter
880,Cruise Missile,205,35280,-8.7932,91.10037,228,-1,58.2,254,-40.7,14.32,0.5,19.1,148,42.52,49607,31.8,0.76,High,Turbojet,Medium,17.1,37.9,188999,Terrain Following,5,27,Rain,9.9,24.3,39.9,88,C,IRST,237,0.509,515.7,152,Strong,Yes,Low,Low,Cruise Missile
881,Helicopter,88.6,24853.9,54.79532,124.19625,170,-14.8,24.3,262,-45.2,-3.73,0.08,27.7,210,37.33,7206,29.7,0.568,Low,Turboshaft,Medium,8.4,30.3,76157,Hover,3,12,Storm,29.7,10,19.3,76,L,AWACS,387,0.786,456.7,25,,No,Medium,Low,Helicopter
882,Fighter,350.2,39919.6,4.67467,-97.37521,8,-1.4,-55.9,165,-39.2,17.02,12.89,351.8,61,40.9,-25453,36.8,0.573,Low,Jet,High,29.4,22.4,8030,Combat,6,6,Clear,28.8,11.8,44.1,71,L,IRST,18,0.929,396.8,53,Weak,No,Medium,Low,Fighter
883,Transport Aircraft,203.3,12815.3,-31.57481,133.12108,66,2.3,5.9,34,11.8,13.53,13.85,48.2,124,0.49,-48724,5.5,0.932,High,Turbofan,High,26,24.4,14386,Cruise,3,28,Storm,24.7,7.7,-2.3,23,L,Ground Radar,299,0.55,130.3,124,Weak,No,Low,High,Transport Aircraft
884,Transport Aircraft,228.1,8752.9,-53.91348,-55.11498,293,-9.9,-22.6,232,-20.9,18.15,0.38,166.1,104,21.11,36661,17.5,0.493,Very High,Turbofan,High,42.9,21.1,61373,Cruise,10,6,Fog,16.7,6.3,-18.1,71,S,AESA,437,0.8,133.4,163,,Yes,Medium,High,Transport Aircraft
885,UAV,51.1,49487.6,-27.67304,79.65942,324,-16.5,-44.1,137,-18.3,3.72,15.77,343.5,140,10.32,9021,7.9,0.107,High,Electric,Low,23.4,38.3,66181,Loiter,6,30,Fog,21.5,8.6,-10,85,X,AWACS,38,0.545,19.5,64,Strong,No,Medium,High,UAV
886,Fighter,394.3,23179.2,-32.4566,-62.62967,35,-16.2,-20.6,78,48.6,1.59,4.89,156.1,104,29.7,-35455,38.6,0.185,High,Jet,High,49.2,6.9,71737,Combat,7,2,Fog,12.3,15.5,0,58,S,IRST,28,0.985,535.7,44,Strong,No,High,Medium,Fighter
887,Cruise Missile,199.8,22995.9,-21.59795,-6.99414,185,2.6,3.7,322,-27.6,15.73,6.98,203.7,294,36.22,-9702,7.5,0.088,Medium,Turbojet,Medium,24.3,22.9,25463,Terrain Following,9,5,Storm,16.4,19,1.7,20,C,IRST,383,0.521,463.1,131,,No,High,Medium,Cruise Missile
888,Cruise Missile,237.4,47671.5,40.68436,122.9543,103,-12.6,49.5,148,41.1,3.68,19.29,225.4,209,37.15,42709,26.4,0.495,Low,Turbojet,Medium,49.7,34.9,115646,Terrain Following,5,16,Clear,16.9,9.7,-13.5,77,C,IRST,26,0.709,58.5,61,,Yes,Medium,Medium,Cruise Missile
889,Transport Aircraft,213.7,25638.3,9.30009,-1.29044,175,-9.4,-21,223,17,-3.55,6.95,273.4,158,6.89,44045,10.5,0.455,High,Turbofan,High,27.8,50,93398,Cruise,1,28,Fog,7.2,7,-15,60,X,Ground Radar,363,0.828,315.1,7,Weak,Yes,Low,High,Transport Aircraft
890,Ballistic Missile,4633.5,40949.8,8.5737,-72.70765,128,-17.9,37.6,245,-1.3,18.59,0.6,33.5,275,7.53,-41334,35.1,0.287,High,Rocket,Very High,22.8,10.3,134634,Ballistic,9,11,Rain,1.3,4.9,2.6,44,X,AESA,222,0.581,230.5,90,Weak,No,Low,Medium,Ballistic Missile
891,Hypersonic Missile,3467,28927.8,-1.06369,146.17332,279,2,11.8,27,-20.4,5.76,10.73,154.3,69,32.02,32773,26.4,0.403,High,Scramjet,Very High,38.2,53,137828,Glide,7,10,Storm,22.9,2.3,-6.8,91,L,IRST,77,0.55,412.7,74,Strong,Yes,High,Medium,Hypersonic Missile
892,Transport Aircraft,195.8,1077.1,41.48412,49.10367,241,-7.7,43.2,87,35.8,6.28,28.19,48.9,307,13.61,15189,9.3,0.058,Low,Turbofan,High,20.3,26.7,183751,Cruise,6,11,Rain,20.9,20.6,37.9,66,X,AESA,189,0.714,325.6,156,Moderate,No,High,Low,Transport Aircraft
893,Hypersonic Missile,2941.1,14815.6,34.30912,-42.38415,315,-1,-5.3,99,-5,3.66,3.4,61.9,242,48.69,388,17.4,0.496,Very High,Scramjet,Very High,38.4,23,102465,Glide,9,29,Storm,21.2,12.6,41.1,63,S,AWACS,63,0.585,281.6,78,Weak,No,Low,Medium,Hypersonic Missile
894,Fighter,747.8,35355.4,22.40226,-53.69364,194,6.9,47.2,239,-27.7,14.02,21.93,215.8,213,22.92,49000,19.6,0.513,Low,Jet,High,16.6,27.7,65552,Combat,2,5,Fog,8.9,22,33.5,77,L,AWACS,88,0.812,211.6,62,Moderate,No,Medium,High,Fighter
895,Transport Aircraft,208.8,14660.3,-5.9011,-90.2586,144,-13.5,-49,101,-47.7,16.78,25.52,13,8,42.85,44736,7.2,0.732,Low,Turbofan,High,16.1,28.4,11955,Cruise,10,28,Clear,22.4,10.2,-14.8,48,X,AESA,244,0.672,74.9,179,Moderate,No,Medium,High,Transport Aircraft
896,UAV,21.2,6034.1,-51.23775,80.14465,314,4.7,36.3,224,6.1,3.43,18.91,159.2,347,16.18,4783,33.7,0.96,Very High,Electric,Low,8.7,21.4,48425,Loiter,2,8,Fog,1.7,7.2,34.8,54,C,AWACS,67,0.673,28.5,138,Strong,No,High,Low,UAV
897,Hypersonic Missile,3458.8,45938.1,27.56886,-129.07783,56,8.6,12.9,246,13.2,11.3,27.3,243.1,232,4.9,20724,22.1,0.841,Very High,Scramjet,Very High,35.9,15.1,7089,Glide,7,26,Rain,24.4,3,-2.3,96,X,Ground Radar,157,0.774,340.3,99,Moderate,No,Medium,High,Hypersonic Missile
898,Cruise Missile,183.1,46938.6,4.52484,-91.51885,214,19.6,-42.6,329,23,0.75,18.1,39.1,256,24.27,18793,31.1,0.947,High,Turbojet,Medium,42.9,51.5,167657,Terrain Following,5,6,Clear,28.1,11.1,17,64,X,AESA,301,0.822,519.1,122,,No,Medium,Low,Cruise Missile
899,Ballistic Missile,4288.9,44415.1,-47.99534,57.00747,184,17.4,-50.7,151,25.9,18.05,14.65,185.8,296,43.44,-4784,19.6,0.041,High,Rocket,Very High,41,31,128247,Ballistic,2,20,Fog,6.6,20.7,-17.4,75,L,Ground Radar,294,0.628,283.9,36,Moderate,No,Low,High,Ballistic Missile
900,Fighter,511.5,19912.7,-56.47336,-156.49748,115,-10.7,18,285,6,11.27,7.1,308.7,211,24.16,-44748,24.7,0.494,High,Jet,High,4.9,50.7,122749,Combat,6,5,Rain,25.6,6.1,41.4,12,X,Ground Radar,297,0.741,351.4,149,Moderate,Yes,Medium,High,Fighter
901,Hypersonic Missile,2976.6,15613.5,-44.60943,0.74993,194,15.8,-9.3,344,11,15.62,6.52,281,88,21.43,11757,17.8,0.869,Very High,Scramjet,Very High,5.5,28.8,196111,Glide,5,15,Rain,10.5,14.2,32.7,21,S,AWACS,63,0.538,177.6,14,Strong,No,Low,High,Hypersonic Missile
902,Ballistic Missile,2720.1,42496.2,34.08429,-48.04499,335,-18.2,-40.8,353,18.2,9.35,14.58,84.3,348,32.98,22833,17,0.755,High,Rocket,Very High,10,31,115258,Ballistic,8,18,Rain,28.5,24.2,-16.8,96,X,AESA,265,0.5,347.8,173,Weak,Yes,High,High,Ballistic Missile
903,Hypersonic Missile,3330.3,4246.4,-59.16904,-27.09442,121,1.4,27.3,327,-20.8,16.24,15.73,368.1,221,28.8,-44647,20.6,0.089,High,Scramjet,Very High,41.1,46.7,113173,Glide,10,26,Rain,15.7,15.4,37.4,36,L,AESA,276,0.806,127.3,147,Moderate,Yes,Medium,Medium,Hypersonic Missile
904,Cruise Missile,222.3,44055,-30.91572,-69.0872,108,-15.9,-23.8,286,-48.9,17.87,29.57,12.8,69,20.42,-48153,34.7,0.007,Very High,Turbojet,Medium,3.4,53.1,51303,Terrain Following,1,22,Fog,7.6,19.2,36.9,59,S,AESA,35,0.923,39,43,Moderate,No,High,Low,Cruise Missile
905,Cruise Missile,187.1,11316.2,32.45064,-173.04434,248,-8.1,-49.4,149,-32,16.88,19.44,148.6,141,25.07,-25028,28.1,0.61,Very High,Turbojet,Medium,24.7,0.4,62861,Terrain Following,10,12,Clear,11.3,0.5,-8.7,87,L,AESA,323,0.732,499,66,,Yes,Medium,Low,Cruise Missile
906,Hypersonic Missile,2304.1,21331.5,-57.75207,5.00343,83,18,19.4,39,47.6,1.41,17.3,204.7,177,11.71,-39751,23.4,0.842,High,Scramjet,Very High,45.6,34.3,56415,Glide,6,4,Storm,5.3,16,-0.2,44,L,IRST,421,0.527,375.5,12,Strong,No,Medium,High,Hypersonic Missile
907,Fighter,504.5,45978.8,-46.54878,174.35574,202,-10.1,10.2,356,26.2,2.23,14.13,194.3,53,26.79,3440,16.7,0.267,Medium,Jet,High,43.5,52.4,188886,Combat,9,26,Fog,15.2,9,27.2,60,C,AWACS,191,0.676,110.3,33,,No,Medium,Low,Fighter
908,Fighter,747.5,20293.9,-1.40223,47.17828,272,-2.8,14.1,280,-31.4,-4.82,6.76,375.9,274,20.58,-43553,24.9,0.668,Low,Jet,High,30.8,20.9,96207,Combat,9,23,Rain,9.1,9.6,-17.9,74,X,AESA,342,0.988,253,70,Weak,No,Low,High,Fighter
909,Helicopter,68.5,2598.7,-42.81441,144.3587,92,-6.2,-49.7,247,-45.5,11.77,8.04,83.9,216,20.96,2333,37.2,0.428,Very High,Turboshaft,Medium,16.9,45.2,161270,Hover,9,22,Fog,26.2,1.5,32.5,42,S,AESA,102,0.854,348.1,3,Strong,Yes,High,High,Helicopter
910,Fighter,518.6,897,-33.70966,40.10965,226,-0.2,32.4,37,40.9,10.25,29.97,220.5,199,1.33,-10274,25.4,0.619,High,Jet,High,44.7,46.1,107005,Combat,7,28,Storm,6.6,1.7,1.4,58,C,IRST,91,0.583,269,47,Weak,No,High,Low,Fighter
911,Cruise Missile,222.7,48845.3,42.41631,13.31547,178,14.3,-36.7,298,-38,16.63,29.74,292.7,295,6.9,23047,38.4,0.176,High,Turbojet,Medium,21.3,52.3,91006,Terrain Following,2,8,Clear,21.3,21.6,40.2,31,X,IRST,87,0.826,594.2,165,,Yes,High,High,Cruise Missile
912,Hypersonic Missile,2985,21345,44.35625,43.62649,309,16.1,-32.1,214,40.9,16.12,8.4,147.9,148,44.93,-41376,12.6,0.07,High,Scramjet,Very High,37.7,50.8,178776,Glide,6,26,Clear,18.6,10.6,20.6,82,C,Ground Radar,328,0.564,572.9,35,,No,High,High,Hypersonic Missile
913,Transport Aircraft,208.4,43553.7,-29.94145,-177.42438,326,-8.2,36.9,208,-31,15.96,12.91,6.7,327,46.7,-26373,12.6,0.655,High,Turbofan,High,48,53,77526,Cruise,3,4,Storm,18.8,2.2,10.7,56,X,AWACS,258,0.913,149.1,194,Weak,Yes,Medium,Medium,Transport Aircraft
914,UAV,59.9,42518.6,-41.34157,-46.12643,359,17.6,25,55,8.5,17.75,12.33,18.9,60,13.1,38476,8.7,0.309,Low,Electric,Low,49.2,8.5,153844,Loiter,10,9,Clear,17.5,0.5,29.1,20,C,IRST,134,0.904,110,131,,No,Low,High,UAV
915,Hypersonic Missile,2856.8,32716.5,43.80654,123.69402,215,5.1,-15.2,43,12.6,10.79,30,55.8,315,32.68,7995,35.4,0.821,High,Scramjet,Very High,36.7,27.1,108158,Glide,7,26,Clear,11.9,3.6,20.8,37,X,Ground Radar,67,0.641,544.8,76,Moderate,Yes,High,High,Hypersonic Missile
916,Hypersonic Missile,1908.3,23595.9,43.70758,138.3998,43,15.9,49.3,243,18.9,6.06,11.97,155.4,136,47.32,32770,9.5,0.676,Medium,Scramjet,Very High,8.2,36.9,142124,Glide,3,6,Clear,13.9,1.9,-8.1,12,X,IRST,440,0.664,65.5,36,Strong,No,Low,Low,Hypersonic Missile
917,Hypersonic Missile,2986.2,21968,56.84541,118.49569,201,12.5,-59.3,348,46.3,11.82,10.04,292.6,299,18.77,-31286,33.7,0.469,Medium,Scramjet,Very High,35.9,12.1,123201,Glide,10,15,Clear,15.3,14.6,17.6,63,X,IRST,91,0.588,102.5,94,,Yes,Low,Medium,Hypersonic Missile
918,Hypersonic Missile,3466.5,20840.8,-4.01979,-157.24669,25,-16.5,55.6,82,-49,12.97,21.37,122.9,15,30.81,-30345,33.4,0.266,High,Scramjet,Very High,28.9,2.4,175098,Glide,1,4,Rain,14.3,6.4,-12.9,72,X,IRST,282,0.932,529.8,169,Moderate,Yes,High,Low,Hypersonic Missile
919,UAV,23.9,11518,21.47866,77.59825,19,-2.6,33.9,97,15.6,6.28,25.31,116.8,201,34.92,-41990,9.1,0.227,Low,Electric,Low,9.4,7.5,99993,Loiter,5,25,Fog,22.2,23.2,-0.4,23,X,AESA,414,0.504,178.5,115,,No,Low,High,UAV
920,Hypersonic Missile,3260.9,48427.6,-8.18124,-141.14555,351,-0.3,-28.2,202,21.4,9.67,27.02,180.4,200,33.56,-35014,36.4,0.522,Very High,Scramjet,Very High,19.2,50.9,56506,Glide,3,6,Rain,3,6.3,43.4,78,C,Ground Radar,174,0.573,75.5,195,Moderate,Yes,High,Medium,Hypersonic Missile
921,UAV,44.4,41621,14.79723,31.64221,359,-7.9,-14.7,204,-46.9,-1.51,28.55,30.3,13,43.85,-40710,21.4,0.078,Very High,Electric,Low,31.1,52.8,117962,Loiter,1,12,Clear,29.5,23.9,-10.8,48,L,AESA,90,0.791,417,172,Strong,Yes,Low,Low,UAV
922,Transport Aircraft,238.1,24753,-34.98622,-3.10536,359,18.9,59.7,121,-14.2,14.23,17.97,52.3,267,46.89,14331,34.4,0.731,Very High,Turbofan,High,6.9,43.3,177211,Cruise,9,30,Storm,11.5,2.7,34.3,87,X,Ground Radar,321,0.767,0.8,116,,Yes,Medium,Low,Transport Aircraft
